id,tas_project_id,title,year,author,bibtex_source,added_by_username,project_id,forum,link,month,publication_type,doi,status,checked_for_duplicates,reviewed_by_id,reviewed_comment,reviewed_date,submitted_date,ticket_id,normalized_forum_id
38,,Towards Self-Managing Cloud Storage with Reinforcement Learning,2019.0,R. R. Noel and R. Mehra and P. Lama,"{""month"": ""June"", ""issn"": """", ""doi"": ""10.1109/IC2E.2019.000-9"", ""keywords"": ""cloud computing;computer centres;gradient methods;learning (artificial intelligence);pattern clustering;resource allocation;stochastic processes;storage management;heterogeneous servers;optimal performance;open-source object-based storage system;machine learning;Ceph storage cluster;load balancing strategies;load rebalancing technique;datacenter;data migration;stochastic policy;gradient based reinforcement learning;adaptive resource management system;NSF Cloud's Chameleon testbed;COSBench;cloud object storage benchmark;ARM;Cloud computing;Interference;Task analysis;Servers;Hardware;Reinforcement learning;Load management;Performance Interference;Ceph;Cloud Storage;Reinforcement Learning"", ""abstract"": ""Cloud storage services are often associated with various performance issues due to load imbalance, interference from background tasks such as data scrubbing, backfilling, recovery, and the difference in processing capabilities of heterogeneous servers in a datacenter. This has a significant impact on a broad range of applications that are characterized by massive working sets and real-time constraints. However, it is challenging and burdensome for human operators to hand-tune various control-knobs in a cloud-scale storage cluster for maintaining optimal performance under diverse workload conditions. Our study on an open-source object-based storage system, Ceph, shows that common load balancing strategies are ineffective unless they are adapted according to workload characteristics. Furthermore, positive effects of an applied strategy may not be immediately visible. To address these challenges, we developed a machine learning based system adaptation technique that enables a cloud storage system to manage itself through load balancing and data migration with the aim of delivering optimal performance in the face of diverse workload patterns and resource bottlenecks. In particular, we applied a stochastic policy gradient based reinforcement learning technique to track performance hotspots in the storage cluster, and take appropriate corrective actions to maximize future performance under a variety of complex scenarios. For this purpose, we leveraged system-level performance monitoring and commonly available control-knobs in object-based cloud storage systems. We implemented the developed techniques to build an Adaptive Resource Management (ARM) system for object based storage cluster, and evaluated its performance on NSF Cloud's Chameleon testbed. Experiments using Cloud Object Storage Benchmark (COSBench) show that, ARM improves the average read and write response time of Ceph storage cluster by upto 50% and 33% respectively, compared to the default case. It also outperforms a state-of-the-art dynamic load rebalancing technique in terms of read and write performance of Ceph storage by 43% and 36% respectively."", ""pages"": ""34-44"", ""number"": """", ""volume"": """", ""year"": ""2019"", ""title"": ""Towards Self-Managing Cloud Storage with Reinforcement Learning"", ""booktitle"": ""2019 IEEE International Conference on Cloud Engineering (IC2E)"", ""author"": ""R. R. {Noel} and R. {Mehra} and P. {Lama}"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""8789906""}",admin,662.0,2019 IEEE International Conference on Cloud Engineering (IC2E),,6.0,conference paper,10.1109/IC2E.2019.000-9,APPROVED,1,,,,,,561.0
39,,ATHENA: A Framework based on Diverse Weak Defenses for Building Adversarial Defense,2020.0,Ying Meng and Jianhai Su and Jason M O'Kane and Pooyan Jamshidi,"{""year"": ""2020"", ""journal"": ""arXiv preprint arXiv:2001.00308"", ""author"": ""Ying Meng and Jianhai Su and Jason M O'Kane and Pooyan Jamshidi"", ""title"": ""ATHENA: A Framework based on Diverse Weak Defenses for Building Adversarial Defense"", ""ENTRYTYPE"": ""article"", ""ID"": ""meng2020athena""}",admin,500.0,arXiv,,,preprint,arXiv:2001.00308,SUBMITTED,1,,,,,,
40,,Resource Management for Processing Wide Area Data Streams on Supercomputers,2020.0,J. Chung and M. Adhikari and S. N. Srirama and E.-S. Jung and R. Kettimuthu,"{""doi"": ""10.1109/ICCCN49398.2020.9209669"", ""pages"": ""1-6"", ""number"": """", ""volume"": """", ""year"": ""2020"", ""title"": ""Resource Management for Processing Wide Area Data Streams on Supercomputers"", ""booktitle"": ""2020 29th International Conference on Computer Communications and Networks (ICCCN)"", ""author"": ""J. {Chung} and M. {Adhikari} and S. N. {Srirama} and E. -S. {Jung} and R. {Kettimuthu}"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""9209669""}",admin,513.0,2020 29th International Conference on Computer Communications and Networks (ICCCN),,,conference paper,10.1109/ICCCN49398.2020.9209669,APPROVED,1,,chameleon scalable,,,,562.0
42,,WorkflowHub: Community Framework for Enabling Scientific Workflow Research and Development,2020.0,"Ferreira da Silva, Rafael and Pottier, Lo\""ic and Coleman, Tain\ a and Deelman, Ewa and Casanova, Henri","{""doi"": ""10.1109/WORKS51914.2020.00012"", ""pages"": ""49--56"", ""year"": ""2020"", ""booktitle"": ""2020 IEEE/ACM Workflows in Support of Large-Scale Science (WORKS)"", ""author"": ""Ferreira da Silva, Rafael and Pottier, Lo\\\""ic and Coleman, Tain\\~a and Deelman, Ewa and Casanova, Henri"", ""title"": ""WorkflowHub: Community Framework for Enabling Scientific Workflow Research and Development"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""ferreiradasilva2020works""}",admin,122.0,2020 IEEE/ACM Workflows in Support of Large-Scale Science (WORKS),,,conference paper,10.1109/WORKS51914.2020.00012,APPROVED,1,,,,,,563.0
43,,A Study of Domain Name System based on Statistic Multiplexed Computing,2018.0,"Stephen Osei-Akoto, Justin Shi","{""year"": ""2018"", ""publisher"": ""Temple University"", ""journal"": ""Master Thesis, CIS Department"", ""title"": ""A Study of Domain Name System based on Statistic Multiplexed Computing"", ""author"": ""Stephen Osei-Akoto, Justin Shi"", ""ENTRYTYPE"": ""article"", ""ID"": ""DNS1""}",admin,655.0,"Master Thesis, CIS Department,Temple University",,,ms thesis,,APPROVED,1,,,,,,564.0
44,,Single-Sided Statistic Multiplexed High Performance Computing,2016.0,Justin Shi and Yasin Celik,"{""year"": ""2016"", ""title"": ""Single-Sided Statistic Multiplexed High Performance Computing"", ""publisher"": ""IEEE"", ""journal"": ""SE-HPCSE16 Workshop, Supercomputing Conference 2016"", ""author"": ""Justin Shi and Yasin Celik"", ""ENTRYTYPE"": ""article"", ""ID"": ""Justin16""}",admin,655.0,2016 Fourth International Workshop on Software Engineering for High Performance Computing in Computational Science and Engineering (SE-HPCCSE),,,conference paper,,APPROVED,1,,chameleon webpage,,,,537.0
45,,On the Myth of Amdahl's and Gustafson's Laws,2020.0,Justin Y. Shi,"{""year"": ""2020"", ""journal"": ""(in review)Communications of the ACM"", ""title"": ""On the Myth of Amdahl's and Gustafson's Laws"", ""author"": ""Justin Y. Shi"", ""ENTRYTYPE"": ""article"", ""ID"": ""Myth""}",admin,655.0,(in review)Communications of the ACM,,,other,,REJECTED,1,,cannot find publication,,,,
47,,AnkaCom: A Development and Experiment for Extreme Scale Computing,2015.0,Y. Celik and A. Pradeep and J. Y. Shi,"{""address"": ""Liverpool, UK"", ""year"": ""2015"", ""series"": ""DASC '15"", ""booktitle"": ""Proceedings of International Conference on Dependable Autonomous Secured Computing"", ""title"": ""AnkaCom: A Development and Experiment for Extreme Scale Computing"", ""author"": ""Y. Celik and A. Pradeep and J. Y. Shi"", ""ENTRYTYPE"": ""article"", ""ID"": ""AnkaCom""}",admin,655.0,"2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing",,,conference paper,,APPROVED,1,,,,,,565.0
49,,Stateless Computing Synergy3.0,2020.0,Justin Shi,"{""year"": ""2020"", ""booktitle"": ""https://github.com/jys673/Synergy30"", ""title"": ""Stateless Computing Synergy3.0"", ""author"": ""Justin Shi"", ""ENTRYTYPE"": ""article"", ""ID"": ""sng30""}",admin,655.0,GitHub,,,software,,APPROVED,1,,,,,,566.0
51,,Exosphere-Bringing The Cloud Closer,2020.0,"Pistorius, Julian and Martin, Chris and Sudarshan, Sanjana and LeBauer, David S","{""organization"": ""IEEE"", ""year"": ""2020"", ""pages"": ""1--6"", ""booktitle"": ""2020 IEEE/ACM International Workshop on Interoperability of Supercomputing and Cloud Technologies (SuperCompCloud)"", ""author"": ""Pistorius, Julian and Martin, Chris and Sudarshan, Sanjana and LeBauer, David S"", ""title"": ""Exosphere-Bringing The Cloud Closer"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""pistorius2020exosphere""}",admin,820.0,2020 IEEE/ACM International Workshop on Interoperability of Supercomputing and Cloud Technologies (SuperCompCloud),,,conference paper,,REFERENCE_ONLY,1,,,,,,
55,,Implications of Public Cloud Resource Heterogeneity for Inference Serving,2020.0,"Gunasekaran, Jashwant Raj and Mishra, Cyan Subhra and Thinakaran, Prashanth and Kandemir, Mahmut Taylan and Das, Chita R.","{""series"": ""WoSC'20"", ""location"": ""Delft, Netherlands"", ""keywords"": ""inference, serverless, resource-management"", ""numpages"": ""6"", ""address"": ""New York, USA"", ""publisher"": ""Association for Computing Machinery"", ""isbn"": ""9781450382045"", ""year"": ""2020"", ""title"": ""Implications of Public Cloud Resource Heterogeneity for Inference Serving"", ""author"": ""Gunasekaran, Jashwant Raj and Mishra, Cyan Subhra and Thinakaran, Prashanth and Kandemir, Mahmut Taylan and Das, Chita R."", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""wosc""}",admin,341.0,WoSC '20: Proceedings of the 2020 Sixth International Workshop on Serverless Computing,,,conference paper,10.1145/3429880.3430093,APPROVED,1,,,,,,567.0
56,,Hidden Parameters Impacting Resurgence of SARS-CoV-2 Pandemic*,2021.0,"Zhang, Yi and Kapoor, Sanjiv","{""journal"": ""medRxiv"", ""eprint"": ""https://www.medrxiv.org/content/early/2021/01/20/2021.01.15.20248217.full.pdf"", ""url"": ""https://www.medrxiv.org/content/early/2021/01/20/2021.01.15.20248217"", ""abstract"": ""The spread of the COVID-19 virus has had an enormous impact on the world{\\textquoteright}s health and socioeconomic system. While lockdowns, which severely limit the movement of the population, have been implemented in March 2020 and again recently, the psychological and economic cost are severe. Removal of these restrictions occurred with varying degrees of success.To study the resurgence of the virus in some communities we consider an epidemiological model, SIR-SD-L, that incorporates introduction of new population due to the removal of lockdown and identify parameters that impact the spread of the virus. This compartmental model of the epidemic incorporates a social distance metric based on progression of the infections; it models the dynamic propensity of infection spread based on the current infections relative to the susceptible population. The model is validated using data on growth of infections, hospitalizations and death, considering 24 counties in multiple US states and a categorization of the lockdown removal policies after the first lockdown. Model parameters, which include a compartment for the isolated population, are used to determine the rate at which the susceptible population increases to fit the rate of infections. Along with social distancing mandates, we identify active infections and the susceptible population as important factors in the resurgence of infections. We measure the efficacy of the lockdown removal policy via a ratio, PIR, which evaluates to less than 1 for counties where social distancing measures were mandated and which delayed complete re-opening of closed spaces like bars and restaurants. For other counties this ratio is greater than 1.We also studied infection growth in the 24 US counties with respect to a release policy derived from CDC guidelines and compared against strategies that delay the removal of lockdown.Our results illustrate that guidelines for deciding when lockdown rules are to be relaxed should consider the current state of the infectious population and the remaining susceptible population, hidden parameters that are deducible from models such as SIR-SD-L, and not limit policy considerations to the rate of new infections alone. This is especially true for counties where the growth rate of the virus is initially slow and misleading. Emphasis on social distancing is critical.Competing Interest StatementThe authors have declared no competing interest.Funding StatementFunded by NSF grant No. 2028274.Author DeclarationsI confirm all relevant ethical guidelines have been followed, and any necessary IRB and/or ethics committee approvals have been obtained.YesThe details of the IRB/oversight body that provided approval or exemption for the research described are given below:Approval provided by IRB Illinois Institute of Technology: Exempt Research. Exemption Category: Category 4. Secondary research for which consent is not required. (ii) Information, which may include information about biospecimens, is recorded by the investigator in such a manner that the identity of the human subjects cannot readily be ascertained directly or through identifiers linked to the subjects, the investigator does not contact the subjects, and the investigator will not re-identify subjects;All necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).YesI have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesData from public sources was used and referenced. https://github.com/CSSEGISandData/COVID-19."", ""publisher"": ""Cold Spring Harbor Laboratory Press"", ""doi"": ""10.1101/2021.01.15.20248217"", ""year"": ""2021"", ""elocation-id"": ""2021.01.15.20248217"", ""title"": ""Hidden Parameters Impacting Resurgence of SARS-CoV-2 Pandemic*"", ""author"": ""Zhang, Yi and Kapoor, Sanjiv"", ""ENTRYTYPE"": ""article"", ""ID"": ""Zhang2021.01.15.20248217""}",admin,730.0,"medRxiv,Cold Spring Harbor Laboratory Press",,,preprint,10.1101/2021.01.15.20248217,APPROVED,1,,,,,,568.0
57,,Cross-Layer Optimization of Big Data Transfer Throughput and Energy Consumption,2019.0,"Di Tacchio, Luigi and Nine, MD SQ Zulkar and Kosar, Tevfik and Bulut, Muhammed Fatih and Hwang, Jinho","{""organization"": ""IEEE"", ""year"": ""2019"", ""pages"": ""25--32"", ""booktitle"": ""2019 IEEE 12th International Conference on Cloud Computing (CLOUD)"", ""author"": ""Di Tacchio, Luigi and Nine, MD SQ Zulkar and Kosar, Tevfik and Bulut, Muhammed Fatih and Hwang, Jinho"", ""title"": ""Cross-Layer Optimization of Big Data Transfer Throughput and Energy Consumption"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""di2019cross""}",admin,129.0,2019 IEEE 12th International Conference on Cloud Computing (CLOUD),,,conference paper,,APPROVED,1,,,,,,540.0
58,,Energy-saving Cross-layer Optimization of Big Data Transfer Based on Historical Log Analysis,2021.0,"Rodolph. Lavone and Nine, MD SQ Zulkar and Di Tacchio, Luigi and Kosar, Tevfik","{""organization"": ""IEEE"", ""year"": ""2021"", ""booktitle"": ""2021 IEEE International Conference on Communications (ICC)"", ""author"": ""Rodolph. Lavone and Nine, MD SQ Zulkar and Di Tacchio, Luigi and Kosar, Tevfik"", ""title"": ""Energy-saving Cross-layer Optimization of Big Data Transfer Based on Historical Log Analysis"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""icc21rodolph""}",admin,129.0,ICC 2021 - IEEE International Conference on Communications,,,conference paper,10.1109/ICC42927.2021.9500693,APPROVED,1,,chameleon lessons,,,,569.0
59,,Energy-aware data throughput optimization for next generation internet,2019.0,"Kosar, Tevfik and Alan, Ismail and Bulut, M Fatih","{""publisher"": ""Elsevier"", ""year"": ""2019"", ""pages"": ""413--428"", ""volume"": ""476"", ""journal"": ""Information Sciences"", ""author"": ""Kosar, Tevfik and Alan, Ismail and Bulut, M Fatih"", ""title"": ""Energy-aware data throughput optimization for next generation internet"", ""ENTRYTYPE"": ""article"", ""ID"": ""kosar2019energy""}",admin,129.0,"Information Sciences, Vol. 476",,,journal article,,APPROVED,1,,,,,,570.0
